t,v,omega,x,y,theta
0,0.1,-0.958103201881937,0,0,0
0.002,0.1,-0.958103201881937,0.000223802978920821,3.34239494490017e-05,-0.00158348793594459
0.004,0.1,-0.958103201881937,0.000447605957841642,6.68478988980035e-05,-0.00316697587188917
0.006,0.1,-0.958103201881937,0.000671408936762463,0.000100271848347005,-0.00475046380783376
0.008,0.1,-0.958103201881937,0.000895211915683283,0.000133695797796007,-0.00633395174377835
0.01,0.1,-0.958103201881937,0.0011190148946041,0.000167119747245009,-0.00791743967972293
0.012,0.1,-0.958103201881937,0.00134281787352493,0.00020054369669401,-0.00950092761566752
0.014,0.1,-0.958103201881937,0.00156662085244575,0.000233967646143012,-0.0110844155516121
0.016,0.1,-0.958103201881937,0.00179042383136657,0.000267391595592014,-0.0126679034875567
0.018,0.1,-0.958103201881937,0.00201422681028739,0.000300815545041016,-0.0142513914235013
0.02,0.1,-0.958103201881937,0.00223802978920821,0.000334239494490017,-0.0158348793594459
0.022,0.1,-0.958103201881937,0.00246183276812903,0.000367663443939019,-0.0174183672953905
0.024,0.1,-0.958103201881937,0.00268563574704985,0.000401087393388021,-0.019001855231335
0.026,0.1,-0.958103201881937,0.00290943872597067,0.000434511342837023,-0.0205853431672796
0.028,0.1,-0.958103201881937,0.00313324170489149,0.000467935292286024,-0.0221688311032242
0.03,0.1,-0.958103201881937,0.00335704468381231,0.000501359241735026,-0.0237523190391688
0.032,0.1,-0.958103201881937,0.00358084766273313,0.000534783191184028,-0.0253358069751134
0.034,0.1,-0.958103201881937,0.00380465064165396,0.000568207140633029,-0.026919294911058
0.036,0.1,-0.958103201881937,0.00402845362057478,0.000601631090082031,-0.0285027828470026
0.038,0.1,-0.958103201881937,0.0042522565994956,0.000635055039531033,-0.0300862707829471
0.04,0.1,-0.958103201881937,0.00447605957841642,0.000668478988980035,-0.0316697587188917
0.042,0.1,-0.958103201881937,0.00469986255733724,0.000701902938429036,-0.0332532466548363
0.044,0.1,-0.958103201881937,0.00492366553625806,0.000735326887878038,-0.0348367345907809
0.046,0.1,-0.958103201881937,0.00514746851517888,0.00076875083732704,-0.0364202225267255
0.048,0.1,-0.958103201881937,0.0053712714940997,0.000802174786776042,-0.0380037104626701
0.05,0.1,-0.958103201881937,0.00559507447302052,0.000835598736225043,-0.0395871983986147
0.052,0.1,-0.958103201881937,0.00581887745194134,0.000869022685674045,-0.0411706863345593
0.054,0.1,-0.958103201881937,0.00604268043086216,0.000902446635123047,-0.0427541742705038
0.056,0.1,-0.958103201881937,0.00626648340978298,0.000935870584572049,-0.0443376622064484
0.058,0.1,-0.958103201881937,0.00649028638870381,0.00096929453402105,-0.045921150142393
0.06,0.1,-0.958103201881937,0.00671408936762463,0.00100271848347005,-0.0475046380783376
0.062,0.1,-0.958103201881937,0.00693789234654545,0.00103614243291905,-0.0490881260142822
0.064,0.1,-0.958103201881937,0.00716169532546627,0.00106956638236806,-0.0506716139502268
0.066,0.1,-0.958103201881937,0.00738549830438709,0.00110299033181706,-0.0522551018861714
0.068,0.1,-0.958103201881937,0.00760930128330791,0.00113641428126606,-0.0538385898221159
0.07,0.1,-0.958103201881937,0.00783310426222873,0.00116983823071506,-0.0554220777580605
0.072,0.1,-0.958103201881937,0.00805690724114955,0.00120326218016406,-0.0570055656940051
0.074,0.1,-0.958103201881937,0.00828071022007037,0.00123668612961306,-0.0585890536299497
0.076,0.1,-0.958103201881937,0.00850451319899119,0.00127011007906207,-0.0601725415658943
0.078,0.1,-0.958103201881937,0.00872831617791201,0.00130353402851107,-0.0617560295018389
0.08,0.1,-0.958103201881937,0.00895211915683284,0.00133695797796007,-0.0633395174377835
0.082,0.1,-0.958103201881937,0.00917592213575366,0.00137038192740907,-0.064923005373728
